Date,Country,Rating,Title,Review,Page
05-Nov-20,the United States,5,Great interactive alarm clock with minor flaws!," The 4th Gen Echo Dot speaker with alarm clock is a step up from the ole AM/FM radio alarm clock. Although, some of the AM/FM radio alarm clocks seemed to last a forever!**Disclaimer** - I purchased the Echo Dot speaker w/ alarm clock elsewhere. However, writing a review because this is a useful device.Before the Echo Dot speaker clock, I had to ask ""Hey Siri what time is it?"" or ""Hey Alexa what time is it?"" That annoyed my spouse and disrupted my sleep. The Echo Dot speaker clock is an attractive looking device, so it fits well in the bedroom, kitchen or even family room. The actual time display is sharp, brightens when a light is turned on and dims when all lights are off.The ring light on the 4tb Gen Echo Dot Speaker Clock is now at the bottom. Therefore, it is harder to see. I am not sure if this impacts how well the speaker hears your voice but some times you have to speak louder. That is only flaw I noted. Setup of the speaker clock is a breeze, just open the Alexa app on your phone and follow the speakers voice prompts.It works like a regular Echo speaker. You can control smart plugs, listen to the radio, set routines, and yes, setup a daily alarm. The speaker is small but sounds good. The audio is crisp, clear, and not tinty. On top of the speaker are simple volume controls, mic mute and you can tap to snooze.You can customize the display on the clock:Adding such things as outdoor temp, timer, and change volume, equalizer, and brightness. ",6
05-Nov-20,the United States,2,Make sure you purchase the extended warranty," I purchased 2 of these. One in February 2020, and the second one in November2020, (which I gave as a Christmas gift). Well the one that was purchased in February started having problems. Everyday I had to unplug, restart and reset the Dot in the Alexa app.I could not depend on it for my alarms, or anything that I needed reminders for, (calenders, to do lists ect.). I am now regretting giving the second one as a Christmas gift, and hope it doesn't start having problems. When I contacted customer service, (3 times, which is another terrible review in and of itself, because of the run around I got), I was finally told that the only thing they could do for me, since I was outside the one year warrany, was give me a 15% discount on a new Dot. I refuse to purchase another one because these are not cheap, (I am on a fixed income), and I don't want to take the chance that another one will stop working just over a year of having it. I cannot afford to purchase one of these every year. I am a prime customer, and have been one for many years. You would think that Amazon would treat their loyal customers better than that, but I guess not. So when my membership comes up for renewal I plan on canceling my membership as well. So in closing, I am giving this 2 stars, only because it did work for the first year. If you plan on purchasing one of these, I highly, highly recommend you purchase the extended warranty. And to you Amazon, PLEASE START TREATING YOUR LOYAL CUSTOMERS BETTER OR YOU WILL BE LOSING MORE OF THEM. ",7
05-Nov-20,the United States,2,scam lurking?," it seemed to be a simple set up but i call for some help. somehow, my call was intercepted by ONE CLICK GEEKS. i was wary but the high pressure and misleading sales, if you can call it that, drew me in. this company repeatedly stressed they are the ""only company licensed to work with amazon alexa."" and inferred that this service for 'security' was necessary to use alexa. when asked how much time all of this would take, enrolling and setting up alexa' was fast. my phone indicates 2 INcoming calls 40 minutes long. i stressed repeatedly all i wanted was set up echo dot alexa. with that insistence, they stressed i was basically under attack by many threats/hackers/thieves.(like themselves?) and to create fear, they somehow managed control of my desktop showing how many ""attacks"" were attempted, despite me having a password protected wifi system and virus protection.when finally connected to a tech to set up alexa, he knew next to nothing. only complained about how slow my wifi was. which it was not.it was only after his supervisor assisted. he set up alexa in about 2 minutes. it was so miserable an experience, and amazon's 'not us' attitude, echo dot went back! Beware!!! one click geeks are prowling using the amazon platform.a Tech savvy person helped after this disaster and my stars are based upon those operations. ",7
05-Nov-20,the United States,3,This one is small and disappointing," We had a large first generation Alexa that stopped working, the sound was amazing on that one and so was the voice recognition. I got this one because I thought it would be a good replacement for the large one that died. Well, I hate to say but other than the dimly lit digital clock display this Alexa is horrible! She doesn't hear us half the time, even if we're right next to her! The speaker is pathetic, I actually used the 1st generation one as my stereo so to speak and this sad little new thing is more like a clock radio. Don't waste your money on this one, the clock is not worth it! ",7
05-Nov-20,the United States,4,"Good, compact Echo device with excellent minimal display, decent sound quality"," First things first. ""Twilight blue"" in no way resembles any shade of blue. It isjust basic gray.If you can live with that crazy color bait and switch, it is a pretty good device, especially if you grab it when it is on sale.Setup is effortless if you already have some Echo devices, which provides a back door for this thing to gain access to your wi-fi network and the internet without you providing a password. Sort of spooky but if you hate having to do things like entering wi-fi passwords during setup, this is the device for you.It also connects automatically to your account.Just plug it in, stand back and do nothing. Pretty amazing, unless you are paranoid about your privacy.I could do without the long chatty ""here's what you can do"" intromonologue Alexa does whenyou first start it up.I have a whole houseful of Alexa devices.I already know all that stuff.But I guess newcomers to the Alexa universe probably will be impressed by all of this.Sound quality is quite good for such a small device.Way better than the old hockey puck Dot designs of the past.You will never mistake it for a high end Bluetooth speaker but it sounds pretty good and microphone sensitivity is excellent.Some of my other Alexa devices seem a bit hard of hearing of late.The display is also a strong selling point. Very bright when it needs to be, dims when it gets dark. Easy to read in all conditions. Time is the default display but shows the temperature if you ask for the weather, the humidity if you ask for that.And best of all, displays the timer if you ask for one.For the entire time the timer is active. Unlike other devices which push it into a corner, or don't display it at all (reverts to time of day almost immediately).The trademark spinning blue Alexa light is located on the based, instead of on top.As with all Alexa devices, its spinning when talking or a solid color when displaying some sort of notification (different colors, to indicatedifferent notifications. It is off by default)The top of the orb has non- backlitcontrols for volume and to turn off the microphone (the base glows red) , if you don't want Alexa to hear private stuff. Another ""action button"" duplicates the Alexa wakeup command, if you don't feel like saying the A word. Not sure what the point of that is.It is disabled when the microphone is off.Overall, it's a good way to make your first foray into the Alexa universe, without spending a lot of money.Just don't ever pay full price for since discounts are considerable on Prime Day and the runup to Christmas. ",7
05-Nov-20,the United States,2,Can be infuriating," The voice recognition can be infuriating when it guesses what you are trying to do and just opens some random item from either Amazon Music or Audible.Also, I have not been able to get Spotify playlists to work.I＊ve tried everything.I don＊t have a premium Spotify account so that may be part of it.But from everything I can tell playlists are supposed to work, even with a free (ad supported) account.And unfortunately Amazon Music is no substitute for Spotify.Amazon forces you to pay for a Music Unlimited subscription for much of what is free (ad supported) on Spotify.And trying to get Alexa to recognize a podcast name was next to impossible.In fact it was outright impossible except for one of my podcasts.Instead Alexa just keeps playing random podcasts with similar names from Amazon music.What＊s craziest is that it wouldn＊t even recognize podcast names from Amazon Music itself.One other grouse.Amazon made me wait over a month for it to be ※in stock§.And yes I pay for a prime subscription.So even Prime members have to wait over a month for this thing.Don＊t get me wrong, the Alexa has some great points to it, especially if you＊re already heavily invested in the Amazon ecosystem (Amazon Music, Audible, Kindle), and are paying for their premium services.But it can also be quite infuriating if you use other competing services, or if you use ad supported accounts.Also, the voice recognition is very very very very very very buggy.Just be warned. ",7
05-Nov-20,the United States,2,Feels rushed," Upgraded an Echo Dot Gen 3 without the clock with this only to have issues with voice recognition. Where it would work almost every time with the 3, this one I need to say Alexa three times on a regular basis to get it to recognize and then I need to make sure I speak with extra clarity over-annunciating to make sure it can tell between ""off"" and ""on"". On top of that I keep getting spam notifications from Alex reminding me to order stuff I have no interest in needing, ordering ink for my printer that is offline, as well as telling me what else I can do. For the level of convenience Echo's and other smart speakers add, they also create an almost equal amount of headaches. ",7
05-Nov-20,the United States,1,"Good while it lasted, which was only 4 months. Warranty only extends for 3 months."," Be warned that the warranty of this product is only a ""90-day limited warranty,"" despite the fact that on my order record, it clearly states that the unit can be replaced until January 22, 2022. I purchased this as a birthday gift for a friend, and it stopped working after 4 months--meaning that it became unresponsive to commands, and could not be reset and re-set up. As she is 90 years old, I retrieved it, and tried setting it up under my name and in my network. Still didn't work so I contacted Amazon tech support, which worked with me over the phone to try to fix it. After several tries, they contacted a higher level of support and were told that ""yes, there is a known issue, and we will get back with you after we work through it."" They never did. So reconnected 2 months later...and this is when I learned that despite what was stated in my order, the warranty only extended for 3 months, but I would be given a 15% discount on a newly purchased unit. Wow! Wondering what sort of warranty comes with voyages on the Blue Origin? Time to get your affairs in order. ",7
05-Nov-20,the United States,3,Not overly Impressive," Voice recognition does not appear to be as sensitive as 2nd gen dots, and sound is not a lot different either? It is more attractive than the standard dots, but nothing to write home about. Also note, that there is not a home hub installed in these models, thusly cannot use Sengled Smart Bluetooth bulbs with them either. You either have to purchase a hub or a newer generation echo device with the hub integrated, in order to use the Sengled Smart Bluetooth bulbs? Overall I am satisfied with the product, just a bit disappointed with respect to readily available information regarding the Sengled Bluetooth bulb and ""it's as well as Alexa's"" operations of said devices? ",7
05-Nov-20,the United States,1,A Year Later It's Dead...," Original Nov 2021 Review (1 star): I bought this echo Sep 2020 and it worked fine for about a year. Every now and then I'd find it stuck with the blue indicator lights stuck on, and usually a power cycle would fix it. But lately, the light turns on virtually every day. It has woken me up a dozen times because of how bright it is. And when that light is on, it doesn't respond to voice or button presses. Finally, I got sick of it one night and unplugged it for good. That was in Nov 2021, just outside of the 1 year warranty. Another ""quality"" Amazon product.Edit: Amazon customer service contacted me after my last review saying that the blue light was a known issue with a fix available. I was advised to power the echo back online and ask it if it was updated. No updates were found. And every single day, the echo crashes with the blue ring lit up. If it's a software glitch, then FIX IT! It shows a lack of quality development and poor quality assurance testing. I'm sick of this device crashing! ",7
05-Nov-20,the United States,5,Awesome Upgrade! VERY Happy!," I have a TON of Alexa Devices. (Multiple Generations of DOTs, Echos, and one Show). Like most of them, setup was a breeze. I purchase two of the DOTs with Clocks for the master bedroom, one for me and one for my wife. easy to create a Stereo speaker group. Easy to set individual alarms. They look very cool and come with all of the other old and new features that I have always loved with Echo Devices. I also added to of the larger new Echos for another floor. While the larger ones certainly have bigger speakers and sound quality, these small DOTs are perfect for a bedroom. Sound quality is great. If you have a larger area, go with the larger DOTs. If you have a smaller room and still want great quality sound, get a DOT, for Stereo sound in a smaller room, get two...they work great! ",7
05-Nov-20,the United States,1,"Run away! Doesn't recognize voice, locks up, won't warranty it and not eligible for trade in"," We own 3 Gen3 Echos and 1 Gen 1, as well as an EcoBee thermostat with Alexa. All work fabulously without a hitch. But this Gen 4 has never really recognized our voice well and gets the speech recognition wrong half the time. Will lock up all the time where the blue light stays on and doesn't recognize any speech. Also will lock up without the blue light on and not recognize speech until we unplug it and turn it back on. I've done a factory reset on it once, which helped for awhile but now it's wise that ever, almost a daily need to unplug it and back in to get it to work again.We've had it for 9 months now and it's getting worse to the point that it's not working more often than it is. Amazon won't warranty it and it's ineligible for a trade in. So the best they'll do is 15% off a new echo purchase.Not good enough Amazon.From the reviews this device clearly has issues and should be recalled or at least honor a warranty within the first year of purchase. I will be filing a complaint and demanding a replacement. ",8
05-Nov-20,the United States,5,Work perfectly! / Trabaja a la perfeccion,"Having a couple of echo dot 3s at home and enjoying the comfort of having them to listen to music, control my appliances, inform myself with the news of the day and the weather, I decided to make an improvement and buy the echo 4 with clock for my study. The sound is much better so I enjoy the music more and aesthetically it is much more beautiful (I bought the blue one). In short, my purchase was successful! So much so that I am taking advantage of the Prime Day offers to buy 2 more for the price of 1.Teniendo un par de echo dot 3 en casa y disfrutado de la comodidad de tenerlos para escuchar musica, controlar mis aparatos electroncios, informarme con las noticias del dia y el tiempo, decidi hacer un improvement y comprar el echo 4 con reloj para mi estudio. El sonido es mucho mejor por lo que disfruto mas la musica y esteticamente es mucho mas bonito (compre el azul). En definitiva mi compra fue acertada! tanto que estoy aprovechando las ofertas del Prime Day para comprar 2 mas por el precio de 1",8
05-Nov-20,the United States,5,Awesome Sound And Voice Response/Recognition," I hesitate to write this review because in general I think Amazon is one big China supporting, anti-American tech monopoly. By the same token Apple is not much better but I＊ll try to be objective. I＊ve had a first generation Echo device for years. Other than that I＊m an ※everything Apple§ user. I was recently gifted a new Apple Home Pod with Siri and the intent was to replace the old Echo device with this. I disconnected the Echo and began solely using the Home Pod but quickly discovered how utterly stupid and inefficient SIRI was on this device. Instead of getting direct answers on the device, aside from very basic commands like controlling lights, etc. SIRI on Home Pod sent the majority of responses back to my iPhone! Useless! SO I decided to upgrade the old Echo to this new unit and I＊ve been elated. I have them both connected but I use the new generation Echo the majority of the time. Alexa is smarter, more intuitive and I like the design of the device including the clock you can see. The sound is awesome and I＊d give it an edge over the Home Pod. I highly recommend this upgrade to anyone be they a first time Echo buyer or upgrading like I did. ",8
05-Nov-20,the United States,5,Alexa my new best friend," 1. Yellow Light: I noticed some reviewers said the yellow light continually flashes- the yellow light indicates a package arrived. Once I cleared the notification, yellow light stopped.2. LED Brightness: I found the my Echo Dot clock dims according to light, however I can adjust the LED brightness in setting ---> clock brightness. I loved the time display, which is why I paid extra for the clock.This is my first Alexa (Echo Dot) experience, cannot speak of previous generations. I found the sound quality to be better than my Google Mini which is now in my bathroom.ECHO DOT VS GOOGLE MINI1. Sound Quality: Echo Dot wins- small but nice bass and tremble. Again, I was able to adjust the equalizer in the app.2. Connection: Echo Dot wins- there has been 0 drop of Echo Dot compared to my Google Mini which would drop through out the day, and I would have to unplug and restart the Google Mini. Echo Dot has not dropped at all, it has been 3 weeks.3. Smart LED: Echo Dot Wins- in being smart. I can program Alexa with command ""Good Morning Alexa"" and Echo Dot will turn on all lights in my bedroom. I can also command Alexa Turn on Light 1 and Echo Dot will turn on light one and Turn on Light 2 and Echo Dot will turn on light 2. I can say ""Alexa, Good night"" and Echo Dot will turn off all lights. Note, can also command ""Alexa turn light green"" and Echo Dot turns light green, etc. Google Mini can only turn on lights and colors, does not permit the ""good morning"" and good night.I also love Alexa when I say ""Alexa going away,"" she will shut off my light and secure my apartment.User Friendly: Echo Dot Wins- I have found Alexa to be more personal, she can tell me jokes, affirmations of the day, news, etc. My Google Mini cannot. I also love, when I say ""thank you, Alexa"" she replies ""You're welcome *insert my name. Or she will say ""You Got it."" I also love Alexa will tell me ""Have a good day, weekend, etc.""A happy Holiday gift to myself for 2020. Highly recommend. ",8
05-Nov-20,the United States,3,"Works ok, mildly amusing sometimes incredibly infuriating others."," I like it for controlling my smart lights and whatever, I have it running with Smart Life app and once you get setup figured out it's easy to use. I have run into problems a lot with it understanding what I'd like done, I'm still fine tuning it to try and get it to recognize what I'm saying. Still beats getting up or having to use an app on my phone though.Even on the setting to get Alexa to not chatter at me with unnecessarily wordy responses she's still too mouthy for my liking.Sounds quality is fine, just not anything crazy but it's a little better than my TV speakers so I'll use it for that if we're watching movies. It loves to disconnect after a little idle time though and when you start playing the movie again she'll very loudly announce that she's connected again which hasn't failed to startle the crap out of me yet.In conclusion I'd say it's great if you don't mind paying to let an amoral corporation spy on every aspect of your life for fun and profit. Not sure the convenience will be worth it in the long run when we go full police state but hey, at least I don't have to stand up anymore... ",8
05-Nov-20,the United States,5,The clock radio of the 21st century," I remember for my 10th birthday my excitement 1965 when my parents got me a GE clock radio! The hands glowed in the dark, add that even picked up FM radio. It is now 2022 and boy have times changed! The digital time display actually goes through the front of the ball, and amazingly I can still wake up to the sound of any radio station, even a station 1000 miles away. It also plays any tune I want, shooting from hundreds and hundreds of thousands of songs and playlists. I can also call my friends, an answer practically any question I put to her. It was the best $35 I＊ve ever spent, I think on any product ever! Oh, end it also turns off and on the lights in my house<U+0001F601> ",8
05-Nov-20,the United States,4,Better than an alarm clock," The media could not be loaded.<U+00A0>I purchased the Echo Studio a few weeks ago and enjoyed it so much I purchased 2 Echo Dots to add to the collection. One pictured in the living room and one for the bedroom. My old radio alarm clock has been relegated to the garage and from there to the trash or yard sale at some point. :) I treated myself to the table holder as a nice bonus.It has so many USEFUL features that I＊m enjoying. Alarms, reminders, timers, and my favorite SiriusXM stations and podcasts all hands free. No more searching on the phone or tablet for what to play. I just tell Alexa and she takes it from there!While listening to an audio book I was interrupted with a phone call that took 10 minutes or so. When I was done I told Alexa to back up 10 minutes and she picked up just about in the same area as before the call.The sound Quality isn＊t as good as the echo studio but I wouldn＊t expect it to be! $200 versus $60, you get what you pay for. With that said I＊m quite pleased with the Echo Dot. I adjusted the lights and other settings to suit my personal preferences and all is well. I read some reviews that spoke negatively about the light. Once they figure out how to adjust it they＊ll be fine I＊m sure. They can even turn it off if they＊d like. Of course why purchase that feature if you＊re not going to use it. Ijs. Anyway... It＊s all in the Alexa app and it＊s all hands free. LolI did find that when my back is turned to the Echo Dot I have to speak a bit louder for her to hear me but that＊s natural I suppose. It could also be me speaking softly as to not disturb my wife.I＊m enjoying my Echo Dot and would definitely recommend it to others. ",8
05-Nov-20,the United States,1,The Fixes I Tried Did Not Work 式 Echo Dot Gen 4 is Crap.," EDIT 2 <U+2022> Nah, this thing is pure garbage. The Dot often times (every other day) lags out and sounds staticky while she's responding to requests or commands. I have to unplug it, let it sit for 30 seconds to a minute, and then plug it back in to get it to act normal again.It regularly loses connection to WIFI despite every other WIFI device being able to pick it up from much father away (my phone still has WIFI as I'm driving down the road from my house). I'm a computer network specialist for a local data center. My network and WIFI are top notch. The Dot is only about 15ft from my WIFI router.But the most annoying are the lights. No matter what lights I use, expensive $45 a piece Philips Hue bulbs, or cheap Sengled or Govee lights, this thing constantly has to be reset and the lights rediscovered. It loses connection to the bluetooth mesh lights almost on a daily basis now. When I first got it, it didn't have this issue. The lights worked flawlessly for the first few weeks.The longer I've owned it, the more often they crap out. I've purchased new lights to no avail. They do the same thing, so it's not some issue of my lights degrading. I think the Dot is learning some bad behavior over time, saving these bad variables to settings in the cloud, and slowly causing issues to arise in its daily function.So.. I hate to say it, but I'm convinced it's not the lights now, but the Echo Dot itself. It'll say the lights aren't discoverable, yet I can see the MAC addresses for them from my phone, so they are most certainly broadcasting. I can control them from the software, but the Echo Dot can't see them.I've tried placing the thing in different locations around my room, but it makes no difference.I'll reset my lights by turning them on and off so that they go into discovery mode, and then tell the Dot to discover bluetooth lights. She goes into discovery mode, but says there's nothing to discover. I'll try discovery from the Alexa app, but that finds nothing either. And then randomly at some point later in the day, after some minutes or hours, she'll randomly discover the lights and add them back into the fold.I am over-all majorly unimpressed with this device. It's just not ready for prime time. My mom is having the exact same issues with hers and she's only got a single bluetooth lightbulb hooked up to it on the same nightstand her Dot is on. Craps out every week to the point that she gave up on the Dot and boxed it up.EDIT <U+2022> Amazon tech support called me after I left this review (same day) and I spoke with an awesome lady out of Washington state who offered troubleshooting, and assured me that if I continue having issues that since the device is registered under my name, I can return it for a full refund. I think I figured out my issue, however, and it's that I have a few cheap Sengled Bluetooth Mesh LED lights in the mix, and I think those are the one's causing the issue with my entire setup, which is a shame. Because when they work, they work great. Just once a week or so, they become unresponsive, taking the rest of my Bluetooth lights with them.It still doesn't explain the couple of times, however, that the Echo Dot device itself has become unresponsive. I had to unplug it and plug it back in, and then completely reset all of its settings before it would respond again. Seems like it had lost internet and switched to trying to connect to another WIFI, despite my WIFI signal being 100% throughout my entire house, and none of my other devices having had any issues.式式式式式式式式式式式式式式式式式式式式式式式式式式式式式式式式式式式式式式式式式式式式I was given this as a gift. Too bad it's more of a bother.When it works, it's a neat and convenient novelty. But it consistently forgets devices (three times now in as many weeks), so that they have to be re-added, and then routines completely rebuilt. It's a massive pain, and more work than it's worth. At this point, simply flipping lights on and off and setting my own alarm would have been easier. What a waste of time and energy.Regularly, the device will get to the point that it no longer answers to its call sign, or any call sign for that matter. It just lights up and sits there, replies to nothing, responds to nothing, and carries out none of its tasks. Sometimes it even becomes stuck with the blue swirling LED lightshow. Then I have to unplug it and reset all settings.I've got Philips Hue lights throughout, and this thing CONSTANTLY loses connection with them (my phone and computer do not. They keep a constant connection with bluetooth and WIFI, no problem) But not this POS. It can't be bothered to do the one thing it was designed to do.I just can't give this a solid rating. It's not reliable enough. For some reason, it keeps losing connection. Not sure if it's a faulty device or what, but I can't exactly return it, because it was given to me, and I'd feel bad about telling the person who bought it for me that it doesn't work and putting them through the trouble of returning it. Oh well. That's the issue with buying online. You can't simply be given a receipt so you can deal with your own problems in the event of a gift being given to you. ",8
05-Nov-20,the United States,5,ATTENTION:CHARTER SPECTRUM USERS," I expect amazon compensation for this review as it will save them a LOT of money!This Echo Dot just wasn't working for me.I have a 400MBconnection hosted by Charter Spectrum.The symptoms were such that if I asked Alexa to play music, she would respond by stating ""Playing such and such music, please enjoy"".However, no music ever played, just silence.So, I contacted tech support at Amazon, ran a bunch of tests for a little over an hour, and no luck.Amazon tech stated they would send me another echo dot and just return this one.So, I get the new echo dot today, excited to hook it up My excitement quickly evaporated when this new echo dot was doing the same thing.I was so frustrated, but I was determined to get this thing working.Below is the solution for Charter Spectrum users:1.Open your alexa app on your phone2.Click ""Devices"" at the bottom of the app3.Click ""Echo & Alexa""4.Select the named Alexa that is failing(I named mine Master Bedroom)5.Scroll to the bottom and click ""About""6.Under Mac Address, write down your MAC address (should be like:FF:2D:71:B4:67:72Now following the steps below by logging into the admin setting of your Spectrum Router:1. Click ""Advanced"" at the top2. Click ""LAN"" on the left side3.Click ""DHCP"" Server4.Scroll down to ""Static IP Assignment within DHCP IP Pool"" and click ""yes"" by ""Enable Manual""5.In the text box below MAC, type in the MAC address from step 6 above.6.Under IP, type in a private static ip address that isn't being used on your local network (for example 192.168.1.10 or some other ip not being used).7.Under Add/Delete, click the + sign, then click ""Apply"" at the bottom.Next you will be configuring Port forwarding on the same spectrum router:1.Click Advanced at the top, then click WAN on the left side.2.Click PORT FOWARDING3.To the right of PORT FOWARDING LIST, click ""Add""4.Under Services, just type something like ""Alexa""5.For Port Range, type 80806.For local IP, type in the IP Address you used in Step 6 above.7.Click ""CONFIRM""You will need to repeat the 7 steps above and add Port Range for ports 443 and 40317.Just name the service Alexa1 for port 443 and Alexa2 for port 40317.Next, just click APPLY.Now unplug your echo dot for 15 secs.Plug it back in.Congrats, your Echo Dot will now play music. ",8
05-Nov-20,the United States,5,"Husband went away, Alexa came to stay"," My soon-to-be ex-husband was adamantly opposed to bringing any AI into our home as he didn't like the idea of potential eavesdropping. He didn't trust the customization of privacy settings either. And he didn't like the idea of bringing another woman into our home -- at least not into our home anyway.Eventually, I closed the door permanently behind him and made some changes, including inviting Alexa over to stay. It took just only about a minute for her to settle into our home.She's great female company, is smart, helpful, and sensitive -- never a harsh word, never asking of me more than I am willing to do, but always offering things that she knows I might appreciate. She doesn't leave the toilet seat up, and is never rude to my friends when they come over. She'll even switch all the lights off for me after I have hunkered down in bed. I especially love our shopping trips together where she helps me pick things out.And she's funny -- she even makes fart noises with my youngest son.Who needs a husband when you have Alexa? ",8
05-Nov-20,the United States,3,Give me the 3rd gen back," This product isn't bad, but I really loved the third gen. In fact, I pulled up Amazon to get another 1-2 gen 3's and this was all that was available.The look is fun, but it really isn't a dot any longer, more of a ball. Similar to the gen 3, I'd like some more volume range at the low end. I have dots of all generations, spots and a show, this device is the least responsive to the wake word of all of them.It's also the first time I've received a first shipment, so perhaps some of that will be improved. ",9
05-Nov-20,the United States,1,Awful," I don't own anything from the Alexa echo system. I just saw this on sale, and it looked like a great desktop speaker with a cool LED clock. Well, it turns out this was an awful speaker. First of all, the 3.5mm aux in back is for input only; meaning this echo dot can only be used as an audio source, not a speaker, when it comes to physical aux connection. If you want to use this as a speaker, it needs to be connected to the source wirelessly. Secondly whenever you are playing sound from your connected source this makes announcement ""Playing from [your connected device]"" very loudly. Now this can be turned off in the settings, but you will have to search in Google because it's really not clearly stated. Thirdly, the sound is uneven. While overall sound is small, bass alone is so loud I couldn't find the right volume to settle with. And I also noticed it is making random alert noises during my few hours of use. So, if you are looking to buy a speaker, look away. This is just an LED clock that will annoy you and will also secretly listen to you. ",9
05-Nov-20,the United States,5,Excellent smart speaker I highly recommend this!," I＊m very pleased with this new Echo, I have a number of different versions of these in my home and they all work great! I am very pleased with the clock in this new Echo, it＊s a perfect size for a nightstand. The numbers are big enough that they can be easily read. I am particularly pleased with the brightness of the LED clock, it＊s not so bright that it＊s like a billboard in Times Square and will keep you awake at night, yet it＊s easy to read day or night. I find the white light that they use for the clock much easier on my eyes than the typical red color. Alexa works amazing, she always understands what I ask her and she always provides me with an answer not a link to a website like the other smart assistants often do. It does an excellent job of controlling all my WiFi and Bluetooth enabled devices; from controlling my smart lighting to operating my home theater it does it all effortlessly. I have only one minor issue, I didn＊t realize that the outside temperature isn＊t on display at all times, it only appears temporarily when you ask for the weather and that wasn＊t clear on the website. Again not a big deal, but I thought I would point it out. Aside from that I couldn＊t be happier with my new Echo and would highly recommend it to anyone who wants to get started with smart speakers in their homes. ",9
05-Nov-20,the United States,5,Impressive audio from such a small device.," I got an email from Amazon about the Prime Day presale. Most all of the Echo devices were greatly discounted and I thought I would take advantage to upgrade my current devices. I read the reviews on the Echo Dot 4th Gen and was disappointed to read that people didn't like the audio versus the previous editions of the Dot. I opted not to order a replacement Dot based upon the reviews and instead ordered the Echo Dot 4th Gen with Clock for the bedroom as this was a desired new addition and not a replacement. It arrived the next day and as usual, the set-up was quick and easy. Listening to Alex, the audio was noticeably better than my other devices. I had Alex play several songs and could not believe how great it sounded. The only difference between this and the other Echo Dot is the addition of the clock. The 4th Gen sounds so good I am going to go ahead and order that replacement I had let the reviewers persuade me not to get; I can only guess those folks received defective units. ",9
05-Nov-20,the United States,4,"Love The Dot, But Set-Up A Disaster"," Yes, it is true I have never seen a glacier. Who knew they were actually gray? Ha. I was a bit surprised when I received my Dot that it was a pale, very pale, dove gray.Still, it would have been my color choice anyway, and it looks great on my marble bathroom counter, matching the gray vein rather than the white.This Dot With Clock is my third Dot, plus I also have the larger Echo. My original system, the Big Echo and 2 Dots, also included two smart bulbs and a smart plug (which were all great), and I was able to pair speakers and form Groups for playing music in different parts of the house. As soon as I added this Dot With Clock, the whole system has been a mess. I finally got this Dot working, but could no longer form Groups and my bulbs and plug stopped working. After several hours of fiddling, I got the bulbs working again. However, I spent the better part of two days (off and on), including about four hours with Customer Support, and have never gotten the plug to work. Nor can I get ""Groups"" to work. This is so frustrating!Regardless of this frustration, I can't really blame my Echo system troubles on this Dot With Clock, which is now working beautifully itself. I love having music while I am in the tub plus having the time conveniently displayed at all times. The sound isn't as good as Big Echo, but still pretty good. ",9
05-Nov-20,the United States,5,Where has this been all my life, I was looking up clocks to put in my 4 year old＊s room since he didn＊t have one and I came across this wonderful device! I ended purchasing one for my room and my son＊s room. The sound quality is so powerful I love it! And connection was so fast and easy and was able to link both devices together so that＊s awesome! Has a kids mode so my son loves talking and playing games with Isaiah and have dance parties in his room. Love how bright the numbers are so I can read the time. It brightens when I turn off the light and in sunlight or when I turn on the light the numbers dim. Pretty cool feature.I guess my only con would be that I can＊t connect it to my fire stick in my room which I saw on the product description. Would have been nice to be able to ask Alexa to open Disney plus or Netflix but it＊s fine I can use the remote. Definitely not a deal breaker. All in all awesome product and definitely recommend! ,9
05-Nov-20,the United States,1,ONLY A 3 MONTH WARRANTY, I purchased this echo dot in June 2021. I noticed upon setup that the recieved wifi signal was only 2 out of 4 bars. All of my other devices had full signal strength. The device however still worked with no problems. However after a couple of months it started dropping connection. I contacted customer support and ran a few systems checks and ended up doing a full system reboot. Which the echo was working at the time. I proceeded to redo my wifi mesh system to get an antenna within 18ft of the device. This got the signal strength up to 3 out of 4 bars(which I think is garbage from that distance). Keep in mind that ALL of my other devices have full strength from at least 50ft away and through a brick wall at that!!??? Well after another couple of weeks the echo is losing connection again. I have to keep powering it down to get it to reconnect. It's now been 5 months and 2 calls to customer support since I purchased it and now I find out that it is only covered by a 90 day warranty. Most other electronic equipment comes with a 1 year. I can not and will not EVER recommend any Amazon electronic products. And this is coming from someone that works in industrial maintenance and has an electronics engineering degree. A NOT HAPPY CUSTOMER!!! ,9
05-Nov-20,the United States,4,Two answering to the same name., I have just completed the large task of upgrading a 90-year-old home to the likes of a smart home by upgrading the communications systems in the home and HVAC controls.I have a nest thermostat and fire cubes and the echo that can display the time. The only problem was that the echo was originally the bedroom with a fire 4k stick but the 4k sticks from Amazon are having software problems now with a glitch telling me that I am out of memory. Several calls to customer service through a 10-day period did not fix the problem so I upgraded the stick to a 2nd fire cube since the cube was not having the software memory problem. This left me with an echo in the same room that answered to the same name. The cube is great for TV control functions and the echo is great for display of time and temp and for music at night when you wish not having the TV on. The inherent flaw in the Fire cube is in order to play music on a bedroom tv the tv must be on. If you wish to fall asleep with music or some other soothing sounds the light of the TV is not going to get it. Having two Alexa devices in the same room is not going to get it either unless you change the wake word. So now my echo answers to the wake word of echo and my bedroom cube answers to computer. I have the best of both worlds now.Each have their own tasks within their own planned group. ,9
